epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,49,,3.974368095397949,,,,,
0,94,,,11.544647216796875,0.06214439123868942,12.054567337036133,0.06311041116714478,6.197422981262207
0,94,8.76232624053955,,,,,,
1,99,,1.921450138092041,,,,,
1,149,,1.99589204788208,,,,,
1,189,,,8.555229187011719,0.04497934505343437,10.013598442077637,0.046353187412023544,4.801811695098877
1,189,2.087115526199341,,,,,,
2,199,,2.206516742706299,,,,,
2,249,,1.178760051727295,,,,,
2,284,,,8.558792114257812,0.046382077038288116,8.748098373413086,0.046709246933460236,3.6874823570251465
2,284,1.56044602394104,,,,,,
3,299,,1.4507694244384766,,,,,
3,349,,1.4981348514556885,,,,,
3,379,,,6.18206787109375,0.03300593048334122,6.677760124206543,0.033627841621637344,4.0403666496276855
3,379,1.4084545373916626,,,,,,
4,399,,1.550987720489502,,,,,
4,449,,1.6445326805114746,,,,,
4,474,,,11.074386596679688,0.059825144708156586,11.424615859985352,0.06173540651798248,4.6941609382629395
4,474,1.4332048892974854,,,,,,
5,499,,1.4383561611175537,,,,,
5,549,,2.4462413787841797,,,,,
5,569,,,7.816841125488281,0.04034630209207535,10.228790283203125,0.04176073148846626,4.843340873718262
5,569,1.5004444122314453,,,,,,
6,599,,1.3974138498306274,,,,,
6,649,,0.9793567061424255,,,,,
6,664,,,9.262435913085938,0.04881832003593445,10.690300941467285,0.0503930039703846,5.573644638061523
6,664,1.447353482246399,,,,,,
7,699,,1.0485961437225342,,,,,
7,749,,1.1037704944610596,,,,,
7,759,,,6.455421447753906,0.03324398398399353,8.56779670715332,0.03421775624155998,3.7946457862854004
7,759,1.2819424867630005,,,,,,
8,799,,1.2604135274887085,,,,,
8,849,,0.97856605052948,,,,,
8,854,,,7.928306579589844,0.04195322096347809,8.9534912109375,0.042810093611478806,3.9984517097473145
8,854,1.1733306646347046,,,,,,
9,899,,1.1129908561706543,,,,,
9,949,,1.2469418048858643,,,,,
9,949,,,7.354225158691406,0.04249245300889015,8.847198486328125,0.04126088321208954,3.6566579341888428
9,949,1.380553126335144,,,,,,
10,999,,1.1631319522857666,,,,,
10,1044,,,4.897453308105469,0.02500102110207081,6.866627216339111,0.02562914416193962,3.2522058486938477
10,1044,1.536564588546753,,,,,,
11,1049,,2.503495931625366,,,,,
11,1099,,1.3199564218521118,,,,,
11,1139,,,2.3886260986328125,0.012691850773990154,2.6403539180755615,0.012786798179149628,1.8359934091567993
11,1139,1.2367703914642334,,,,,,
12,1149,,1.096373438835144,,,,,
12,1199,,1.2408826351165771,,,,,
12,1234,,,4.296195983886719,0.02297254651784897,4.608671188354492,0.02326807752251625,1.9515299797058105
12,1234,1.2235606908798218,,,,,,
13,1249,,1.3672363758087158,,,,,
13,1299,,0.9498392343521118,,,,,
13,1329,,,6.95556640625,0.03782622516155243,7.049360752105713,0.03856182470917702,3.638596296310425
13,1329,1.2352310419082642,,,,,,
14,1349,,1.5310018062591553,,,,,
14,1399,,0.9865666031837463,,,,,
14,1424,,,4.872505187988281,0.025677911937236786,5.627272129058838,0.026106785982847214,4.152191162109375
14,1424,1.2731523513793945,,,,,,
15,1449,,1.7307718992233276,,,,,
15,1499,,1.1882855892181396,,,,,
15,1519,,,5.6612701416015625,0.029038703069090843,7.703214168548584,0.02983216941356659,3.4201018810272217
15,1519,1.6150749921798706,,,,,,
16,1549,,1.4424419403076172,,,,,
16,1599,,1.5258086919784546,,,,,
16,1614,,,6.145843505859375,0.03154880180954933,8.321833610534668,0.03247707709670067,3.307149887084961
16,1614,1.5061345100402832,,,,,,
17,1649,,0.9751061201095581,,,,,
17,1699,,2.0615386962890625,,,,,
17,1709,,,10.520515441894531,0.056459128856658936,11.114319801330566,0.0582292303442955,5.24079704284668
17,1709,1.311305046081543,,,,,,
18,1749,,1.4395973682403564,,,,,
18,1799,,0.8431788086891174,,,,,
18,1804,,,4.288055419921875,0.025095082819461823,5.631172180175781,0.024554288014769554,1.8912205696105957
18,1804,1.3330491781234741,,,,,,
19,1849,,1.0178418159484863,,,,,
19,1899,,0.9648841023445129,,,,,
19,1899,,,2.7061538696289062,0.014106126502156258,3.332209825515747,0.014243261888623238,2.252795696258545
19,1899,1.2319616079330444,,,,,,
20,1949,,1.04108726978302,,,,,
20,1994,,,8.575485229492188,0.04590987414121628,9.151067733764648,0.047094929963350296,5.205623149871826
20,1994,1.2784260511398315,,,,,,
21,1999,,1.3075541257858276,,,,,
21,2049,,1.0862698554992676,,,,,
21,2089,,,4.291938781738281,0.022640859708189964,4.929376125335693,0.022969700396060944,4.898550033569336
21,2089,1.3608494997024536,,,,,,
22,2099,,1.4520189762115479,,,,,
22,2149,,1.7062348127365112,,,,,
22,2184,,,7.3564300537109375,0.040118515491485596,7.415818691253662,0.04094221442937851,3.427929162979126
22,2184,1.3908330202102661,,,,,,
23,2199,,1.453301191329956,,,,,
23,2249,,1.200164556503296,,,,,
23,2279,,,5.851539611816406,0.03055047243833542,7.136236190795898,0.03123602829873562,3.6079483032226562
23,2279,1.3225425481796265,,,,,,
24,2299,,1.156327247619629,,,,,
24,2349,,1.2201210260391235,,,,,
24,2374,,,5.225982666015625,0.027842611074447632,5.701130390167236,0.028292253613471985,3.093169689178467
24,2374,1.1867833137512207,,,,,,
25,2399,,1.2644487619400024,,,,,
25,2449,,0.8787665963172913,,,,,
25,2469,,,4.2901458740234375,0.02483195997774601,5.221381664276123,0.024368979036808014,2.452223539352417
25,2469,1.2694153785705566,,,,,,
26,2499,,1.2768025398254395,,,,,
26,2549,,1.3789039850234985,,,,,
26,2564,,,5.9617462158203125,0.03211839124560356,6.206644058227539,0.03266887366771698,2.550044536590576
26,2564,1.275605320930481,,,,,,
27,2599,,0.8626161813735962,,,,,
27,2649,,1.1822725534439087,,,,,
27,2659,,,9.810523986816406,0.0533871129155159,9.929265975952148,0.05486193299293518,6.903707504272461
27,2659,1.3292499780654907,,,,,,
28,2699,,1.5206918716430664,,,,,
28,2749,,1.2503907680511475,,,,,
28,2754,,,1.8934783935546875,0.010622947476804256,1.9551527500152588,0.010586649179458618,1.0199941396713257
28,2754,1.324832797050476,,,,,,
29,2799,,1.4214905500411987,,,,,
29,2849,,2.079411029815674,,,,,
29,2849,,,6.305763244628906,0.03242017328739166,8.455415725708008,0.03337135910987854,4.48542594909668
29,2849,1.455816388130188,,,,,,
30,2899,,1.561506986618042,,,,,
30,2944,,,9.174049377441406,0.048997242003679276,9.893779754638672,0.050377193838357925,3.400320529937744
30,2944,1.6897730827331543,,,,,,
31,2949,,2.919353485107422,,,,,
31,2999,,1.018088698387146,,,,,
31,3039,,,15.359565734863281,0.0880044549703598,17.530349731445312,0.08307048678398132,10.35904312133789
31,3039,2.6301794052124023,,,,,,
32,3049,,2.810131311416626,,,,,
32,3099,,3.486943244934082,,,,,
32,3134,,,12.476715087890625,0.06779149919748306,12.669819831848145,0.07019749283790588,4.772439956665039
32,3134,2.3709876537323,,,,,,
33,3149,,2.9085512161254883,,,,,
33,3199,,1.8328087329864502,,,,,
33,3229,,,10.265151977539062,0.054409388452768326,11.490924835205078,0.05579536035656929,6.503368854522705
33,3229,2.1234235763549805,,,,,,
34,3249,,1.1651628017425537,,,,,
34,3299,,1.4257748126983643,,,,,
34,3324,,,10.406257629394531,0.05445602163672447,12.516958236694336,0.0566103458404541,5.6984968185424805
34,3324,1.8123552799224854,,,,,,
35,3349,,1.5174500942230225,,,,,
35,3399,,1.4081860780715942,,,,,
35,3419,,,11.938583374023438,0.06436312198638916,12.398713111877441,0.06660469621419907,6.829205513000488
35,3419,1.7209477424621582,,,,,,
36,3449,,1.2035495042800903,,,,,
36,3499,,1.3186215162277222,,,,,
36,3514,,,14.488624572753906,0.07889122515916824,14.646747589111328,0.0821506530046463,11.304035186767578
36,3514,1.5268622636795044,,,,,,
37,3549,,1.9461514949798584,,,,,
37,3599,,2.324000597000122,,,,,
37,3609,,,6.29815673828125,0.034986916929483414,6.34478759765625,0.034760989248752594,3.077389717102051
37,3609,1.5396381616592407,,,,,,
38,3649,,1.329870581626892,,,,,
38,3699,,1.2136728763580322,,,,,
