epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
38,3704,,,6.3434906005859375,0.0327615849673748,8.269380569458008,0.03367958962917328,5.91508150100708
38,3704,1.3404839038848877,,,,,,
39,3749,,2.2374062538146973,,,,,
39,3799,,1.9402862787246704,,,,,
39,3799,,,7.470611572265625,0.0393945574760437,8.59764575958252,0.040406662970781326,5.264705181121826
39,3799,1.8725998401641846,,,,,,
40,3849,,1.3007590770721436,,,,,
40,3894,,,3.2214813232421875,0.017498524859547615,3.2735860347747803,0.017532985657453537,1.8872140645980835
40,3894,1.5230648517608643,,,,,,
41,3899,,1.179474115371704,,,,,
41,3949,,1.3198603391647339,,,,,
41,3989,,,6.1573028564453125,0.03294740244746208,6.584771633148193,0.033299848437309265,4.399032115936279
41,3989,1.512172818183899,,,,,,
42,3999,,1.1806224584579468,,,,,
42,4049,,1.292259693145752,,,,,
42,4084,,,13.759140014648438,0.07558339834213257,13.7652006149292,0.07855834066867828,4.578392505645752
42,4084,1.55113685131073,,,,,,
43,4099,,1.1486107110977173,,,,,
43,4149,,1.1129798889160156,,,,,
43,4179,,,6.1315155029296875,0.032239481806755066,7.1730570793151855,0.03293771296739578,4.502494812011719
43,4179,1.5299608707427979,,,,,,
44,4199,,1.7295266389846802,,,,,
44,4249,,1.3685078620910645,,,,,
44,4274,,,3.6359710693359375,0.018828313797712326,4.6621294021606445,0.019107645377516747,3.980333089828491
44,4274,1.4071797132492065,,,,,,
45,4299,,1.168023705482483,,,,,
45,4349,,1.564996361732483,,,,,
45,4369,,,4.949180603027344,0.02626349963247776,5.506539344787598,0.026679091155529022,3.07244610786438
45,4369,1.3648581504821777,,,,,,
46,4399,,1.4037799835205078,,,,,
46,4449,,1.287544846534729,,,,,
46,4464,,,7.48028564453125,0.04083181172609329,7.5295090675354,0.041684310883283615,3.857224464416504
46,4464,1.5381015539169312,,,,,,
47,4499,,2.007547616958618,,,,,
47,4549,,1.0484509468078613,,,,,
47,4559,,,3.7415847778320312,0.02065866068005562,3.744447946548462,0.02061278745532036,1.9138261079788208
47,4559,1.3426882028579712,,,,,,
48,4599,,1.3746533393859863,,,,,
48,4649,,1.0323967933654785,,,,,
48,4654,,,7.226768493652344,0.03925755247473717,7.342347145080566,0.04005291685461998,4.016894340515137
48,4654,1.1991775035858154,,,,,,
49,4699,,1.0018423795700073,,,,,
49,4749,,1.167547345161438,,,,,
49,4749,,,4.855293273925781,0.028526030480861664,6.55638313293457,0.027797624468803406,2.7726781368255615
49,4749,1.227846384048462,,,,,,
50,4799,,1.4172141551971436,,,,,
50,4844,,,4.931976318359375,0.02798994816839695,5.34283447265625,0.02762611024081707,2.7513327598571777
50,4844,1.4321260452270508,,,,,,
51,4849,,2.4684901237487793,,,,,
51,4899,,1.2239041328430176,,,,,
51,4939,,,6.1505279541015625,0.032786402851343155,6.692140102386475,0.03340866416692734,2.5572526454925537
51,4939,1.2317910194396973,,,,,,
52,4949,,1.1922476291656494,,,,,
52,4999,,1.2002812623977661,,,,,
52,5034,,,3.3198165893554688,0.018888765946030617,3.6434381008148193,0.01871005818247795,2.018889904022217
52,5034,1.3648898601531982,,,,,,
53,5049,,2.1875250339508057,,,,,
53,5099,,1.1959749460220337,,,,,
53,5129,,,5.2355499267578125,0.02891295775771141,5.240108013153076,0.028822727501392365,2.1207492351531982
53,5129,1.4471633434295654,,,,,,
54,5149,,1.0244333744049072,,,,,
54,5199,,1.2879866361618042,,,,,
54,5224,,,2.03240966796875,0.011676445603370667,2.3578972816467285,0.011581695638597012,1.1321872472763062
54,5224,1.218288779258728,,,,,,
55,5249,,1.1256103515625,,,,,
55,5299,,1.4768140316009521,,,,,
55,5319,,,4.137184143066406,0.023724311962723732,4.745534420013428,0.023344935849308968,4.009120464324951
55,5319,1.3600112199783325,,,,,,
56,5349,,1.1291943788528442,,,,,
56,5399,,1.1366665363311768,,,,,
56,5414,,,4.814544677734375,0.024727750569581985,6.497747898101807,0.02528994344174862,3.7653610706329346
56,5414,1.5845754146575928,,,,,,
57,5449,,1.4213942289352417,,,,,
57,5499,,1.2399272918701172,,,,,
57,5509,,,1.3225631713867188,0.006893036887049675,1.6299221515655518,0.006925669964402914,1.2572788000106812
57,5509,1.3308632373809814,,,,,,
58,5549,,2.124387264251709,,,,,
58,5599,,1.127840280532837,,,,,
58,5604,,,4.706329345703125,0.024758290499448776,5.490012168884277,0.02516525611281395,2.5622518062591553
58,5604,1.7140802145004272,,,,,,
59,5649,,1.2073712348937988,,,,,
59,5699,,1.9859710931777954,,,,,
59,5699,,,3.9383087158203125,0.020239992067217827,5.294403076171875,0.020608851686120033,2.0849337577819824
59,5699,1.555056095123291,,,,,,
60,5749,,1.0911303758621216,,,,,
60,5794,,,5.5213623046875,0.028893031179904938,6.641664028167725,0.029428618028759956,4.821231365203857
60,5794,1.3572059869766235,,,,,,
61,5799,,1.3415147066116333,,,,,
61,5849,,1.2557917833328247,,,,,
61,5889,,,6.4591217041015625,0.033380795270204544,8.385554313659668,0.03432542458176613,4.973612308502197
61,5889,1.4196279048919678,,,,,,
62,5899,,1.7994693517684937,,,,,
62,5949,,1.5015240907669067,,,,,
62,5984,,,4.695060729980469,0.02606760896742344,4.725803852081299,0.025945346802473068,2.8421878814697266
62,5984,1.2868154048919678,,,,,,
63,5999,,1.5292747020721436,,,,,
63,6049,,1.4111895561218262,,,,,
63,6079,,,11.970008850097656,0.06420561671257019,12.671428680419922,0.0665140375494957,7.410769939422607
63,6079,1.4603668451309204,,,,,,
64,6099,,1.2416936159133911,,,,,
64,6149,,1.1008158922195435,,,,,
64,6174,,,2.2759780883789062,0.012779242359101772,2.356576681137085,0.012725092470645905,1.3050016164779663
64,6174,1.3877665996551514,,,,,,
65,6199,,1.3326181173324585,,,,,
65,6249,,1.0241761207580566,,,,,
65,6269,,,3.6785202026367188,0.02053142711520195,3.7419636249542236,0.02042566053569317,2.5407166481018066
65,6269,1.2415053844451904,,,,,,
66,6299,,1.251403570175171,,,,,
66,6349,,1.3997485637664795,,,,,
66,6364,,,4.1920013427734375,0.023704921826720238,4.464723110198975,0.0234689898788929,2.601085901260376
66,6364,1.529355525970459,,,,,,
67,6399,,1.2451039552688599,,,,,
67,6449,,1.1736780405044556,,,,,
67,6459,,,4.829193115234375,0.02485959604382515,6.4250617027282715,0.025403328239917755,4.302163600921631
67,6459,1.4551594257354736,,,,,,
68,6499,,1.5764045715332031,,,,,
68,6549,,1.4194469451904297,,,,,
68,6554,,,2.7776870727539062,0.015978770330548286,3.248465061187744,0.015814797952771187,2.354990243911743
68,6554,1.4248968362808228,,,,,,
69,6599,,1.2583644390106201,,,,,
69,6649,,1.1025590896606445,,,,,
69,6649,,,3.3130569458007812,0.018916137516498566,3.705498456954956,0.018685445189476013,1.9309357404708862
69,6649,1.1710841655731201,,,,,,
70,6699,,1.3236539363861084,,,,,
70,6744,,,4.813873291015625,0.02566000074148178,5.238886833190918,0.025907687842845917,2.4499306678771973
70,6744,1.4197793006896973,,,,,,
71,6749,,1.3447593450546265,,,,,
71,6799,,1.643484115600586,,,,,
71,6839,,,2.8540573120117188,0.015438045375049114,2.9325942993164062,0.015478385612368584,1.9399256706237793
71,6839,1.4565129280090332,,,,,,
72,6849,,1.3510653972625732,,,,,
72,6899,,2.104963779449463,,,,,
72,6934,,,6.022705078125,0.03539878502488136,8.15581226348877,0.03427480533719063,2.1536810398101807
72,6934,1.4640634059906006,,,,,,
73,6949,,1.0478241443634033,,,,,
73,6999,,1.3576918840408325,,,,,
73,7029,,,4.624153137207031,0.024894095957279205,4.826666831970215,0.025041304528713226,2.9455597400665283
73,7029,1.2926764488220215,,,,,,
74,7049,,1.574999213218689,,,,,
74,7099,,1.1843501329421997,,,,,
74,7124,,,5.108650207519531,0.027091864496469498,5.703338623046875,0.02742164582014084,3.4986236095428467
74,7124,1.6383217573165894,,,,,,
75,7149,,2.9955568313598633,,,,,
75,7199,,1.5000933408737183,,,,,
75,7219,,,10.452095031738281,0.06023532152175903,12.364596366882324,0.0577189177274704,5.6799635887146
75,7219,1.5116716623306274,,,,,,
76,7249,,1.1415526866912842,,,,,
76,7299,,1.2586352825164795,,,,,
76,7314,,,3.3396682739257812,0.01802438497543335,3.4557077884674072,0.01808961108326912,2.0803239345550537
76,7314,1.2754050493240356,,,,,,
77,7349,,1.388095498085022,,,,,
